#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2NI
#Serial Number: SN:210321AD0D17
#Date Time: 2025-10-15 17:25:03.300
#Sample rate: 5e+07Hz
#Samples: 4096

DateTime,DIO 1,DIO 2,SPI,DIO  3
2025-10-15 17:25:03.299.987.620,0,1,X,1
2025-10-15 17:25:03.299.987.640,0,1,X,1
2025-10-15 17:25:03.299.987.660,0,1,X,1
2025-10-15 17:25:03.299.987.680,0,1,X,1
2025-10-15 17:25:03.299.987.700,0,1,X,1
2025-10-15 17:25:03.299.987.720,0,1,X,1
2025-10-15 17:25:03.299.987.740,0,1,X,1
2025-10-15 17:25:03.299.987.760,0,1,X,1
2025-10-15 17:25:03.299.987.780,0,1,X,1
2025-10-15 17:25:03.299.987.800,0,1,X,1
2025-10-15 17:25:03.299.987.820,0,1,X,1
2025-10-15 17:25:03.299.987.840,0,1,X,1
2025-10-15 17:25:03.299.987.860,0,1,X,1
2025-10-15 17:25:03.299.987.880,0,1,X,1
2025-10-15 17:25:03.299.987.900,0,1,X,1
2025-10-15 17:25:03.299.987.920,0,1,X,1
2025-10-15 17:25:03.299.987.940,0,1,X,1
2025-10-15 17:25:03.299.987.960,0,1,X,1
2025-10-15 17:25:03.299.987.980,0,1,X,1
2025-10-15 17:25:03.299.988.000,0,1,X,1
2025-10-15 17:25:03.299.988.020,0,1,X,1
2025-10-15 17:25:03.299.988.040,0,1,X,1
2025-10-15 17:25:03.299.988.060,0,1,X,1
2025-10-15 17:25:03.299.988.080,0,1,X,1
2025-10-15 17:25:03.299.988.100,0,1,X,1
2025-10-15 17:25:03.299.988.120,0,1,X,1
2025-10-15 17:25:03.299.988.140,0,1,X,1
2025-10-15 17:25:03.299.988.160,0,1,X,1
2025-10-15 17:25:03.299.988.180,0,1,X,1
2025-10-15 17:25:03.299.988.200,0,1,X,1
2025-10-15 17:25:03.299.988.220,0,1,X,1
2025-10-15 17:25:03.299.988.240,0,1,X,1
2025-10-15 17:25:03.299.988.260,0,1,X,1
2025-10-15 17:25:03.299.988.280,0,1,X,1
2025-10-15 17:25:03.299.988.300,0,1,X,1
2025-10-15 17:25:03.299.988.320,0,1,X,1
2025-10-15 17:25:03.299.988.340,0,1,X,1
2025-10-15 17:25:03.299.988.360,0,1,X,1
2025-10-15 17:25:03.299.988.380,0,1,X,1
2025-10-15 17:25:03.299.988.400,0,1,X,1
2025-10-15 17:25:03.299.988.420,0,1,X,1
2025-10-15 17:25:03.299.988.440,0,1,X,1
2025-10-15 17:25:03.299.988.460,0,1,X,1
2025-10-15 17:25:03.299.988.480,0,1,X,1
2025-10-15 17:25:03.299.988.500,0,1,X,1
2025-10-15 17:25:03.299.988.520,0,1,X,1
2025-10-15 17:25:03.299.988.540,0,1,X,1
2025-10-15 17:25:03.299.988.560,0,1,X,1
2025-10-15 17:25:03.299.988.580,0,1,X,1
2025-10-15 17:25:03.299.988.600,0,1,X,1
2025-10-15 17:25:03.299.988.620,0,1,X,1
2025-10-15 17:25:03.299.988.640,0,1,X,1
2025-10-15 17:25:03.299.988.660,0,1,X,1
2025-10-15 17:25:03.299.988.680,0,1,X,1
2025-10-15 17:25:03.299.988.700,0,1,X,1
2025-10-15 17:25:03.299.988.720,0,1,X,1
2025-10-15 17:25:03.299.988.740,0,1,X,1
2025-10-15 17:25:03.299.988.760,0,1,X,1
2025-10-15 17:25:03.299.988.780,0,1,X,1
2025-10-15 17:25:03.299.988.800,0,1,X,1
2025-10-15 17:25:03.299.988.820,0,1,X,1
2025-10-15 17:25:03.299.988.840,0,1,X,1
2025-10-15 17:25:03.299.988.860,0,1,X,1
2025-10-15 17:25:03.299.988.880,0,1,X,1
2025-10-15 17:25:03.299.988.900,0,1,X,1
2025-10-15 17:25:03.299.988.920,0,1,X,1
2025-10-15 17:25:03.299.988.940,0,1,X,1
2025-10-15 17:25:03.299.988.960,0,1,X,1
2025-10-15 17:25:03.299.988.980,0,1,X,1
2025-10-15 17:25:03.299.989.000,0,1,X,1
2025-10-15 17:25:03.299.989.020,0,1,X,1
2025-10-15 17:25:03.299.989.040,0,1,X,1
2025-10-15 17:25:03.299.989.060,0,1,X,1
2025-10-15 17:25:03.299.989.080,0,1,X,1
2025-10-15 17:25:03.299.989.100,0,1,X,1
2025-10-15 17:25:03.299.989.120,0,1,X,1
2025-10-15 17:25:03.299.989.140,0,1,X,1
2025-10-15 17:25:03.299.989.160,0,1,X,1
2025-10-15 17:25:03.299.989.180,0,1,X,1
2025-10-15 17:25:03.299.989.200,0,1,X,1
2025-10-15 17:25:03.299.989.220,0,1,X,1
2025-10-15 17:25:03.299.989.240,0,1,X,1
2025-10-15 17:25:03.299.989.260,0,1,X,1
2025-10-15 17:25:03.299.989.280,0,1,X,1
2025-10-15 17:25:03.299.989.300,0,1,X,1
2025-10-15 17:25:03.299.989.320,0,1,X,1
2025-10-15 17:25:03.299.989.340,0,1,X,1
2025-10-15 17:25:03.299.989.360,0,1,X,1
2025-10-15 17:25:03.299.989.380,0,1,X,1
2025-10-15 17:25:03.299.989.400,0,1,X,1
2025-10-15 17:25:03.299.989.420,0,1,X,1
2025-10-15 17:25:03.299.989.440,0,1,X,1
2025-10-15 17:25:03.299.989.460,0,1,X,1
2025-10-15 17:25:03.299.989.480,0,1,X,1
2025-10-15 17:25:03.299.989.500,0,1,X,1
2025-10-15 17:25:03.299.989.520,0,1,X,1
2025-10-15 17:25:03.299.989.540,0,1,X,1
2025-10-15 17:25:03.299.989.560,0,1,X,1
2025-10-15 17:25:03.299.989.580,0,1,X,1
2025-10-15 17:25:03.299.989.600,0,1,X,1
2025-10-15 17:25:03.299.989.620,0,1,X,1
2025-10-15 17:25:03.299.989.640,0,1,X,1
2025-10-15 17:25:03.299.989.660,0,1,X,1
2025-10-15 17:25:03.299.989.680,0,1,X,1
2025-10-15 17:25:03.299.989.700,0,1,X,1
2025-10-15 17:25:03.299.989.720,0,1,X,1
2025-10-15 17:25:03.299.989.740,0,1,X,1
2025-10-15 17:25:03.299.989.760,0,1,X,1
2025-10-15 17:25:03.299.989.780,0,1,X,1
2025-10-15 17:25:03.299.989.800,0,1,X,1
2025-10-15 17:25:03.299.989.820,0,1,X,1
2025-10-15 17:25:03.299.989.840,0,1,X,1
2025-10-15 17:25:03.299.989.860,0,1,X,1
2025-10-15 17:25:03.299.989.880,0,1,X,1
2025-10-15 17:25:03.299.989.900,0,1,X,1
2025-10-15 17:25:03.299.989.920,0,1,X,1
2025-10-15 17:25:03.299.989.940,0,1,X,1
2025-10-15 17:25:03.299.989.960,0,1,X,1
2025-10-15 17:25:03.299.989.980,0,1,X,1
2025-10-15 17:25:03.299.990.000,0,1,X,1
2025-10-15 17:25:03.299.990.020,0,1,X,1
2025-10-15 17:25:03.299.990.040,0,1,X,1
2025-10-15 17:25:03.299.990.060,0,1,X,1
2025-10-15 17:25:03.299.990.080,0,1,X,1
2025-10-15 17:25:03.299.990.100,0,1,X,1
2025-10-15 17:25:03.299.990.120,0,1,X,1
2025-10-15 17:25:03.299.990.140,0,1,X,1
2025-10-15 17:25:03.299.990.160,0,1,X,1
2025-10-15 17:25:03.299.990.180,0,1,X,1
2025-10-15 17:25:03.299.990.200,0,1,X,1
2025-10-15 17:25:03.299.990.220,0,1,X,1
2025-10-15 17:25:03.299.990.240,0,1,X,1
2025-10-15 17:25:03.299.990.260,0,1,X,1
2025-10-15 17:25:03.299.990.280,0,1,X,1
2025-10-15 17:25:03.299.990.300,0,1,X,1
2025-10-15 17:25:03.299.990.320,0,1,X,1
2025-10-15 17:25:03.299.990.340,0,1,X,1
2025-10-15 17:25:03.299.990.360,0,1,X,1
2025-10-15 17:25:03.299.990.380,0,1,X,1
2025-10-15 17:25:03.299.990.400,0,1,X,1
2025-10-15 17:25:03.299.990.420,0,1,X,1
2025-10-15 17:25:03.299.990.440,0,1,X,1
2025-10-15 17:25:03.299.990.460,0,1,X,1
2025-10-15 17:25:03.299.990.480,0,1,X,1
2025-10-15 17:25:03.299.990.500,0,1,X,1
2025-10-15 17:25:03.299.990.520,0,1,X,1
2025-10-15 17:25:03.299.990.540,0,1,X,1
2025-10-15 17:25:03.299.990.560,0,1,X,1
2025-10-15 17:25:03.299.990.580,0,1,X,1
2025-10-15 17:25:03.299.990.600,0,1,X,1
2025-10-15 17:25:03.299.990.620,0,1,X,1
2025-10-15 17:25:03.299.990.640,0,1,X,1
2025-10-15 17:25:03.299.990.660,0,1,X,1
2025-10-15 17:25:03.299.990.680,0,1,X,1
2025-10-15 17:25:03.299.990.700,0,1,X,1
2025-10-15 17:25:03.299.990.720,0,1,X,1
2025-10-15 17:25:03.299.990.740,0,1,X,1
2025-10-15 17:25:03.299.990.760,0,1,X,1
2025-10-15 17:25:03.299.990.780,0,1,X,1
2025-10-15 17:25:03.299.990.800,0,1,X,1
2025-10-15 17:25:03.299.990.820,0,1,X,1
2025-10-15 17:25:03.299.990.840,0,1,X,1
2025-10-15 17:25:03.299.990.860,0,1,X,1
2025-10-15 17:25:03.299.990.880,0,1,X,1
2025-10-15 17:25:03.299.990.900,0,1,X,1
2025-10-15 17:25:03.299.990.920,0,1,X,1
2025-10-15 17:25:03.299.990.940,0,1,X,1
2025-10-15 17:25:03.299.990.960,0,1,X,1
2025-10-15 17:25:03.299.990.980,0,1,X,1
2025-10-15 17:25:03.299.991.000,0,1,X,1
2025-10-15 17:25:03.299.991.020,0,1,X,1
2025-10-15 17:25:03.299.991.040,0,1,X,1
2025-10-15 17:25:03.299.991.060,0,1,X,1
2025-10-15 17:25:03.299.991.080,0,1,X,1
2025-10-15 17:25:03.299.991.100,0,1,X,1
2025-10-15 17:25:03.299.991.120,0,1,X,1
2025-10-15 17:25:03.299.991.140,0,1,X,1
2025-10-15 17:25:03.299.991.160,0,1,X,1
2025-10-15 17:25:03.299.991.180,0,1,X,1
2025-10-15 17:25:03.299.991.200,0,1,X,1
2025-10-15 17:25:03.299.991.220,0,1,X,1
2025-10-15 17:25:03.299.991.240,0,1,X,1
2025-10-15 17:25:03.299.991.260,0,1,X,1
2025-10-15 17:25:03.299.991.280,0,1,X,1
2025-10-15 17:25:03.299.991.300,0,1,X,1
2025-10-15 17:25:03.299.991.320,0,1,X,1
2025-10-15 17:25:03.299.991.340,0,1,X,1
2025-10-15 17:25:03.299.991.360,0,1,X,1
2025-10-15 17:25:03.299.991.380,0,1,X,1
2025-10-15 17:25:03.299.991.400,0,1,X,1
2025-10-15 17:25:03.299.991.420,0,1,X,1
2025-10-15 17:25:03.299.991.440,0,1,X,1
2025-10-15 17:25:03.299.991.460,0,1,X,1
2025-10-15 17:25:03.299.991.480,0,1,X,1
2025-10-15 17:25:03.299.991.500,0,1,X,1
2025-10-15 17:25:03.299.991.520,0,1,X,1
2025-10-15 17:25:03.299.991.540,0,1,X,1
2025-10-15 17:25:03.299.991.560,0,1,X,1
2025-10-15 17:25:03.299.991.580,0,1,X,1
2025-10-15 17:25:03.299.991.600,0,1,X,1
2025-10-15 17:25:03.299.991.620,0,1,X,1
2025-10-15 17:25:03.299.991.640,0,1,X,1
2025-10-15 17:25:03.299.991.660,0,1,X,1
2025-10-15 17:25:03.299.991.680,0,1,X,1
2025-10-15 17:25:03.299.991.700,0,1,X,1
2025-10-15 17:25:03.299.991.720,0,1,X,1
2025-10-15 17:25:03.299.991.740,0,1,X,1
2025-10-15 17:25:03.299.991.760,0,1,X,1
2025-10-15 17:25:03.299.991.780,0,1,X,1
2025-10-15 17:25:03.299.991.800,0,1,X,1
2025-10-15 17:25:03.299.991.820,0,1,X,1
2025-10-15 17:25:03.299.991.840,0,1,X,1
2025-10-15 17:25:03.299.991.860,0,1,X,1
2025-10-15 17:25:03.299.991.880,0,1,X,1
2025-10-15 17:25:03.299.991.900,0,1,X,1
2025-10-15 17:25:03.299.991.920,0,1,X,1
2025-10-15 17:25:03.299.991.940,0,1,X,1
2025-10-15 17:25:03.299.991.960,0,1,X,1
2025-10-15 17:25:03.299.991.980,0,1,X,1
2025-10-15 17:25:03.299.992.000,0,1,X,1
2025-10-15 17:25:03.299.992.020,0,1,X,1
2025-10-15 17:25:03.299.992.040,0,1,X,1
2025-10-15 17:25:03.299.992.060,0,1,X,1
2025-10-15 17:25:03.299.992.080,0,1,X,1
2025-10-15 17:25:03.299.992.100,0,1,X,1
2025-10-15 17:25:03.299.992.120,0,1,X,1
2025-10-15 17:25:03.299.992.140,0,1,X,1
2025-10-15 17:25:03.299.992.160,0,1,X,1
2025-10-15 17:25:03.299.992.180,0,1,X,1
2025-10-15 17:25:03.299.992.200,0,1,X,1
2025-10-15 17:25:03.299.992.220,0,1,X,1
2025-10-15 17:25:03.299.992.240,0,1,X,1
2025-10-15 17:25:03.299.992.260,0,1,X,1
2025-10-15 17:25:03.299.992.280,0,1,X,1
2025-10-15 17:25:03.299.992.300,0,1,X,1
2025-10-15 17:25:03.299.992.320,0,1,X,1
2025-10-15 17:25:03.299.992.340,0,1,X,1
2025-10-15 17:25:03.299.992.360,0,1,X,1
2025-10-15 17:25:03.299.992.380,0,1,X,1
2025-10-15 17:25:03.299.992.400,0,1,X,1
2025-10-15 17:25:03.299.992.420,0,1,X,1
2025-10-15 17:25:03.299.992.440,0,1,X,1
2025-10-15 17:25:03.299.992.460,0,1,X,1
2025-10-15 17:25:03.299.992.480,0,1,X,1
2025-10-15 17:25:03.299.992.500,0,1,X,1
2025-10-15 17:25:03.299.992.520,0,1,X,1
2025-10-15 17:25:03.299.992.540,0,1,X,1
2025-10-15 17:25:03.299.992.560,0,1,X,1
2025-10-15 17:25:03.299.992.580,0,1,X,1
2025-10-15 17:25:03.299.992.600,0,1,X,1
2025-10-15 17:25:03.299.992.620,0,1,X,1
2025-10-15 17:25:03.299.992.640,0,1,X,1
2025-10-15 17:25:03.299.992.660,0,1,X,1
2025-10-15 17:25:03.299.992.680,0,1,X,1
2025-10-15 17:25:03.299.992.700,0,1,X,1
2025-10-15 17:25:03.299.992.720,0,1,X,1
2025-10-15 17:25:03.299.992.740,0,1,X,1
2025-10-15 17:25:03.299.992.760,0,1,X,1
2025-10-15 17:25:03.299.992.780,0,1,X,1
2025-10-15 17:25:03.299.992.800,0,1,X,1
2025-10-15 17:25:03.299.992.820,0,1,X,1
2025-10-15 17:25:03.299.992.840,0,1,X,1
2025-10-15 17:25:03.299.992.860,0,1,X,1
2025-10-15 17:25:03.299.992.880,0,1,X,1
2025-10-15 17:25:03.299.992.900,0,1,X,1
2025-10-15 17:25:03.299.992.920,0,1,X,1
2025-10-15 17:25:03.299.992.940,0,1,X,1
2025-10-15 17:25:03.299.992.960,0,1,X,1
2025-10-15 17:25:03.299.992.980,0,1,X,1
2025-10-15 17:25:03.299.993.000,0,1,X,1
2025-10-15 17:25:03.299.993.020,0,1,X,1
2025-10-15 17:25:03.299.993.040,0,1,X,1
2025-10-15 17:25:03.299.993.060,0,1,X,1
2025-10-15 17:25:03.299.993.080,0,1,X,1
2025-10-15 17:25:03.299.993.100,0,1,X,1
2025-10-15 17:25:03.299.993.120,0,1,X,1
2025-10-15 17:25:03.299.993.140,0,1,X,1
2025-10-15 17:25:03.299.993.160,0,1,X,1
2025-10-15 17:25:03.299.993.180,0,1,X,1
2025-10-15 17:25:03.299.993.200,0,1,X,1
2025-10-15 17:25:03.299.993.220,0,1,X,1
2025-10-15 17:25:03.299.993.240,0,1,X,1
2025-10-15 17:25:03.299.993.260,0,1,X,1
2025-10-15 17:25:03.299.993.280,0,1,X,1
2025-10-15 17:25:03.299.993.300,0,1,X,1
2025-10-15 17:25:03.299.993.320,0,1,X,1
2025-10-15 17:25:03.299.993.340,0,1,X,1
2025-10-15 17:25:03.299.993.360,0,1,X,1
2025-10-15 17:25:03.299.993.380,0,1,X,1
2025-10-15 17:25:03.299.993.400,0,1,X,1
2025-10-15 17:25:03.299.993.420,0,1,X,1
2025-10-15 17:25:03.299.993.440,0,1,X,1
2025-10-15 17:25:03.299.993.460,0,1,X,1
2025-10-15 17:25:03.299.993.480,0,1,X,1
2025-10-15 17:25:03.299.993.500,0,1,X,1
2025-10-15 17:25:03.299.993.520,0,1,X,1
2025-10-15 17:25:03.299.993.540,0,1,X,1
2025-10-15 17:25:03.299.993.560,0,1,X,1
2025-10-15 17:25:03.299.993.580,0,1,X,1
2025-10-15 17:25:03.299.993.600,0,1,X,1
2025-10-15 17:25:03.299.993.620,0,1,X,1
2025-10-15 17:25:03.299.993.640,0,1,X,1
2025-10-15 17:25:03.299.993.660,0,1,X,1
2025-10-15 17:25:03.299.993.680,0,1,X,1
2025-10-15 17:25:03.299.993.700,0,1,X,1
2025-10-15 17:25:03.299.993.720,0,1,X,1
2025-10-15 17:25:03.299.993.740,0,1,X,1
2025-10-15 17:25:03.299.993.760,0,1,X,1
2025-10-15 17:25:03.299.993.780,0,1,X,1
2025-10-15 17:25:03.299.993.800,0,1,X,1
2025-10-15 17:25:03.299.993.820,0,1,X,1
2025-10-15 17:25:03.299.993.840,0,1,X,1
2025-10-15 17:25:03.299.993.860,0,1,X,1
2025-10-15 17:25:03.299.993.880,0,1,X,1
2025-10-15 17:25:03.299.993.900,0,1,X,1
2025-10-15 17:25:03.299.993.920,0,1,X,1
2025-10-15 17:25:03.299.993.940,0,1,X,1
2025-10-15 17:25:03.299.993.960,0,1,X,1
2025-10-15 17:25:03.299.993.980,0,1,X,1
2025-10-15 17:25:03.299.994.000,0,1,X,1
2025-10-15 17:25:03.299.994.020,0,1,X,1
2025-10-15 17:25:03.299.994.040,0,1,X,1
2025-10-15 17:25:03.299.994.060,0,1,X,1
2025-10-15 17:25:03.299.994.080,0,1,X,1
2025-10-15 17:25:03.299.994.100,0,1,X,1
2025-10-15 17:25:03.299.994.120,0,1,X,1
2025-10-15 17:25:03.299.994.140,0,1,X,1
2025-10-15 17:25:03.299.994.160,0,1,X,1
2025-10-15 17:25:03.299.994.180,0,1,X,1
2025-10-15 17:25:03.299.994.200,0,1,X,1
2025-10-15 17:25:03.299.994.220,0,1,X,1
2025-10-15 17:25:03.299.994.240,0,1,X,1
2025-10-15 17:25:03.299.994.260,0,1,X,1
2025-10-15 17:25:03.299.994.280,0,1,X,1
2025-10-15 17:25:03.299.994.300,0,1,X,1
2025-10-15 17:25:03.299.994.320,0,1,X,1
2025-10-15 17:25:03.299.994.340,0,1,X,1
2025-10-15 17:25:03.299.994.360,0,1,X,1
2025-10-15 17:25:03.299.994.380,0,1,X,1
2025-10-15 17:25:03.299.994.400,0,1,X,1
2025-10-15 17:25:03.299.994.420,0,1,X,1
2025-10-15 17:25:03.299.994.440,0,1,X,1
2025-10-15 17:25:03.299.994.460,0,1,X,1
2025-10-15 17:25:03.299.994.480,0,1,X,1
2025-10-15 17:25:03.299.994.500,0,1,X,1
2025-10-15 17:25:03.299.994.520,0,1,X,1
2025-10-15 17:25:03.299.994.540,0,1,X,1
2025-10-15 17:25:03.299.994.560,0,1,X,1
2025-10-15 17:25:03.299.994.580,0,1,X,1
2025-10-15 17:25:03.299.994.600,0,1,X,1
2025-10-15 17:25:03.299.994.620,0,1,X,1
2025-10-15 17:25:03.299.994.640,0,1,X,1
2025-10-15 17:25:03.299.994.660,0,1,X,1
2025-10-15 17:25:03.299.994.680,0,1,X,1
2025-10-15 17:25:03.299.994.700,0,1,X,1
2025-10-15 17:25:03.299.994.720,0,1,X,1
2025-10-15 17:25:03.299.994.740,0,1,X,1
2025-10-15 17:25:03.299.994.760,0,1,X,1
2025-10-15 17:25:03.299.994.780,0,1,X,1
2025-10-15 17:25:03.299.994.800,0,1,X,1
2025-10-15 17:25:03.299.994.820,0,1,X,1
2025-10-15 17:25:03.299.994.840,0,1,X,1
2025-10-15 17:25:03.299.994.860,0,1,X,1
2025-10-15 17:25:03.299.994.880,0,1,X,1
2025-10-15 17:25:03.299.994.900,0,1,X,1
2025-10-15 17:25:03.299.994.920,0,1,X,1
2025-10-15 17:25:03.299.994.940,0,1,X,1
2025-10-15 17:25:03.299.994.960,0,1,X,1
2025-10-15 17:25:03.299.994.980,0,1,X,1
2025-10-15 17:25:03.299.995.000,0,1,X,1
2025-10-15 17:25:03.299.995.020,0,1,X,1
2025-10-15 17:25:03.299.995.040,0,1,X,1
2025-10-15 17:25:03.299.995.060,0,1,X,1
2025-10-15 17:25:03.299.995.080,0,1,X,1
2025-10-15 17:25:03.299.995.100,0,1,X,1
2025-10-15 17:25:03.299.995.120,0,1,X,1
2025-10-15 17:25:03.299.995.140,0,1,X,1
2025-10-15 17:25:03.299.995.160,0,1,X,1
2025-10-15 17:25:03.299.995.180,0,1,X,1
2025-10-15 17:25:03.299.995.200,0,1,X,1
2025-10-15 17:25:03.299.995.220,0,1,X,1
2025-10-15 17:25:03.299.995.240,0,1,X,1
2025-10-15 17:25:03.299.995.260,0,1,X,1
2025-10-15 17:25:03.299.995.280,0,1,X,1
2025-10-15 17:25:03.299.995.300,0,1,X,1
2025-10-15 17:25:03.299.995.320,0,1,X,1
2025-10-15 17:25:03.299.995.340,0,1,X,1
2025-10-15 17:25:03.299.995.360,0,1,X,1
2025-10-15 17:25:03.299.995.380,0,1,X,1
2025-10-15 17:25:03.299.995.400,0,1,X,1
2025-10-15 17:25:03.299.995.420,0,1,X,1
2025-10-15 17:25:03.299.995.440,0,1,X,1
2025-10-15 17:25:03.299.995.460,0,1,X,1
2025-10-15 17:25:03.299.995.480,0,1,X,1
2025-10-15 17:25:03.299.995.500,0,1,X,1
2025-10-15 17:25:03.299.995.520,0,1,X,1
2025-10-15 17:25:03.299.995.540,0,1,X,1
2025-10-15 17:25:03.299.995.560,0,1,X,1
2025-10-15 17:25:03.299.995.580,0,1,X,1
2025-10-15 17:25:03.299.995.600,0,1,X,1
2025-10-15 17:25:03.299.995.620,0,1,X,1
2025-10-15 17:25:03.299.995.640,0,1,X,1
2025-10-15 17:25:03.299.995.660,0,1,X,1
2025-10-15 17:25:03.299.995.680,0,1,X,1
2025-10-15 17:25:03.299.995.700,0,1,X,1
2025-10-15 17:25:03.299.995.720,0,1,X,1
2025-10-15 17:25:03.299.995.740,0,1,X,1
2025-10-15 17:25:03.299.995.760,0,1,X,1
2025-10-15 17:25:03.299.995.780,0,1,X,1
2025-10-15 17:25:03.299.995.800,0,1,X,1
2025-10-15 17:25:03.299.995.820,0,1,X,1
2025-10-15 17:25:03.299.995.840,0,1,X,1
2025-10-15 17:25:03.299.995.860,0,1,X,1
2025-10-15 17:25:03.299.995.880,0,1,X,1
2025-10-15 17:25:03.299.995.900,0,1,X,1
2025-10-15 17:25:03.299.995.920,0,1,X,1
2025-10-15 17:25:03.299.995.940,0,1,X,1
2025-10-15 17:25:03.299.995.960,0,1,X,1
2025-10-15 17:25:03.299.995.980,0,1,X,1
2025-10-15 17:25:03.299.996.000,0,1,X,1
2025-10-15 17:25:03.299.996.020,0,1,X,1
2025-10-15 17:25:03.299.996.040,0,1,X,1
2025-10-15 17:25:03.299.996.060,0,1,X,1
2025-10-15 17:25:03.299.996.080,0,1,X,1
2025-10-15 17:25:03.299.996.100,0,1,X,1
2025-10-15 17:25:03.299.996.120,0,1,X,1
2025-10-15 17:25:03.299.996.140,0,1,X,1
2025-10-15 17:25:03.299.996.160,0,1,X,1
2025-10-15 17:25:03.299.996.180,0,1,X,1
2025-10-15 17:25:03.299.996.200,0,1,X,1
2025-10-15 17:25:03.299.996.220,0,1,X,1
2025-10-15 17:25:03.299.996.240,0,1,X,1
2025-10-15 17:25:03.299.996.260,0,1,X,1
2025-10-15 17:25:03.299.996.280,0,1,X,1
2025-10-15 17:25:03.299.996.300,0,1,X,1
2025-10-15 17:25:03.299.996.320,0,1,X,1
2025-10-15 17:25:03.299.996.340,0,1,X,1
2025-10-15 17:25:03.299.996.360,0,1,X,1
2025-10-15 17:25:03.299.996.380,0,1,X,1
2025-10-15 17:25:03.299.996.400,0,1,X,1
2025-10-15 17:25:03.299.996.420,0,1,X,1
2025-10-15 17:25:03.299.996.440,0,1,X,1
2025-10-15 17:25:03.299.996.460,0,1,X,1
2025-10-15 17:25:03.299.996.480,0,1,X,1
2025-10-15 17:25:03.299.996.500,0,1,X,1
2025-10-15 17:25:03.299.996.520,0,1,X,1
2025-10-15 17:25:03.299.996.540,0,1,X,1
2025-10-15 17:25:03.299.996.560,0,1,X,1
2025-10-15 17:25:03.299.996.580,0,1,X,1
2025-10-15 17:25:03.299.996.600,0,1,X,1
2025-10-15 17:25:03.299.996.620,0,1,X,1
2025-10-15 17:25:03.299.996.640,0,1,X,1
2025-10-15 17:25:03.299.996.660,0,1,X,1
2025-10-15 17:25:03.299.996.680,0,1,X,1
2025-10-15 17:25:03.299.996.700,0,1,X,1
2025-10-15 17:25:03.299.996.720,0,1,X,1
2025-10-15 17:25:03.299.996.740,0,1,X,1
2025-10-15 17:25:03.299.996.760,0,1,X,1
2025-10-15 17:25:03.299.996.780,0,1,X,1
2025-10-15 17:25:03.299.996.800,0,1,X,1
2025-10-15 17:25:03.299.996.820,0,1,X,1
2025-10-15 17:25:03.299.996.840,0,1,X,1
2025-10-15 17:25:03.299.996.860,0,1,X,1
2025-10-15 17:25:03.299.996.880,0,1,X,1
2025-10-15 17:25:03.299.996.900,0,1,X,1
2025-10-15 17:25:03.299.996.920,0,1,X,1
2025-10-15 17:25:03.299.996.940,0,1,X,1
2025-10-15 17:25:03.299.996.960,0,1,X,1
2025-10-15 17:25:03.299.996.980,0,1,X,1
2025-10-15 17:25:03.299.997.000,0,1,X,1
2025-10-15 17:25:03.299.997.020,0,1,X,1
2025-10-15 17:25:03.299.997.040,0,1,X,1
2025-10-15 17:25:03.299.997.060,0,1,X,1
2025-10-15 17:25:03.299.997.080,0,1,X,1
2025-10-15 17:25:03.299.997.100,0,1,X,1
2025-10-15 17:25:03.299.997.120,0,1,X,1
2025-10-15 17:25:03.299.997.140,0,1,X,1
2025-10-15 17:25:03.299.997.160,0,1,X,1
2025-10-15 17:25:03.299.997.180,0,1,X,1
2025-10-15 17:25:03.299.997.200,0,1,X,1
2025-10-15 17:25:03.299.997.220,0,1,X,1
2025-10-15 17:25:03.299.997.240,0,1,X,1
2025-10-15 17:25:03.299.997.260,0,1,X,1
2025-10-15 17:25:03.299.997.280,0,1,X,1
2025-10-15 17:25:03.299.997.300,0,1,X,1
2025-10-15 17:25:03.299.997.320,0,1,X,1
2025-10-15 17:25:03.299.997.340,0,1,X,1
2025-10-15 17:25:03.299.997.360,0,1,X,1
2025-10-15 17:25:03.299.997.380,0,1,X,1
2025-10-15 17:25:03.299.997.400,0,1,X,1
2025-10-15 17:25:03.299.997.420,0,1,X,1
2025-10-15 17:25:03.299.997.440,0,1,X,1
2025-10-15 17:25:03.299.997.460,0,1,X,1
2025-10-15 17:25:03.299.997.480,0,1,X,1
2025-10-15 17:25:03.299.997.500,0,1,X,1
2025-10-15 17:25:03.299.997.520,0,1,X,1
2025-10-15 17:25:03.299.997.540,0,1,X,1
2025-10-15 17:25:03.299.997.560,0,1,X,1
2025-10-15 17:25:03.299.997.580,0,1,X,1
2025-10-15 17:25:03.299.997.600,0,1,X,1
2025-10-15 17:25:03.299.997.620,0,1,X,1
2025-10-15 17:25:03.299.997.640,0,1,X,1
2025-10-15 17:25:03.299.997.660,0,1,X,1
2025-10-15 17:25:03.299.997.680,0,1,X,1
2025-10-15 17:25:03.299.997.700,0,1,X,1
2025-10-15 17:25:03.299.997.720,0,1,X,1
2025-10-15 17:25:03.299.997.740,0,1,X,1
2025-10-15 17:25:03.299.997.760,0,1,X,1
2025-10-15 17:25:03.299.997.780,0,1,X,1
2025-10-15 17:25:03.299.997.800,0,1,X,1
2025-10-15 17:25:03.299.997.820,0,1,X,1
2025-10-15 17:25:03.299.997.840,0,1,X,1
2025-10-15 17:25:03.299.997.860,0,1,X,1
